gene	log2FoldChange	pvalue
COL9A3	1.743543956	0.016135324
RFFL	0.299535054	4.33E-01
UNC13D	0.203921379	0.64170338
MFSD11	0.013045127	0.961688309
GPATCH2	0.165834643	0.677983631
NUP50	0.603829819	0.005971382
VNN3	1.232515722	0.095752036
LRRFIP2	0.173641797	0.592426521
OR1I1	2.062661334	0.427606719
KRT31	0	1
CDC6	0.207422321	0.758421866
UPRT	0.252413193	0.324925214
CBX5	0.042575456	0.918033047
SUCO	0.273844886	0.488877109
MAP3K1	0.466311743	0.262607233
DHPS	0.674472126	0.213629324
ARCN1	0.082034559	0.609559076
SH2D3C	0.979731944	0.196734017
PDE6C	0.452518495	0.687629666
CWF19L1	0.264880981	0.399117495
SEMA4G	0.650153711	0.164949549
BTAF1	0.308387058	0.358540573
IKZF5	1.116096644	0.023301057
TLL2	0.752133232	4.06E-01
CYP26A1	1.073133602	0.734212551
TDRD1	1.936077184	0.161829316
MYO3A	0	1
WAC	0.387713778	0.186656393
CREM	0.617820061	0.232052538
TPSD1	0.05360968	0.985778041
HIVEP1	0.576269885	0.297893708
CRISP3	0.937650541	0.377658027
FKBP5	0.158980907	0.723589354
SRPK1	0.517173931	0.328718717
BRPF3	0.242293507	0.216373035
MRPS18A	0.171686402	0.643596379
PGC	4.065509184	0.016549575
NCR2	0.495355393	0.875464745
MLN	3.259624758	0.13354899
CDC5L	0.209080108	0.424097861
ITPR3	1.419267174	0.021108666
ZNF184	0.922612627	0.0563097
DSP	0.238159018	0.629150195
SIRT1	0.222577962	0.534900535
HNRNPH3	0.171890241	0.526083275
IFT74	0.08929578	0.824989746
JAK2	0.014746094	0.960831412
IL12RB1	0.013766289	0.981699226
SH3GLB1	0.212027924	0.471569239
PCSK5	0.16148126	0.548914192
ABLIM1	0.964841648	0.054389414
RAB18	0.231111094	0.434113884
PRTFDC1	0.133292017	0.810562131
PALMD	0.051230972	9.49E-01
MACROH2A2	0.134519705	0.748442091
MAST3	0.423475891	0.40609638
CATSPERG	0.199295714	0.658920341
STX1B	0.501022369	0.229826933
SETD1A	0.288232559	0.246504404
MAGEB2	0.495355393	0.875464745
EFNA2	1.193176731	0.508103313
CIRBP	0.030408905	0.880034496
PCDH11Y	0	1
AMELY	0	1
IGFALS	0.761488884	0.244586495
MTAP	0.062144149	0.808438507
CDHR5	0.019728233	0.941395856
RASSF7	0.161426122	0.68786582
MADCAM1	0.771927837	0.441380076
MKNK2	0.09457296	0.814429396
KLHL22	0.192711591	0.427244896
MED15	0.040873029	0.871044602
SERPIND1	0.55518857	0.207680176
CRKL	0.160285306	0.483359603
DERL3	0.69357928	0.244114622
DDTL	0.60808948	0.233438999
SUSD2	0.582914959	0.194033916
SF3A1	0.291024116	0.341271675
PPIL2	0.234501414	0.218458289
YPEL1	0.674699035	0.103959495
MAPK1	0.162998877	0.331197488
GGT1	0.331190914	0.682149938
PRODH	0.439278595	0.414209268
TOP3B	0.862448277	0.214175236
CRYBB3	0.025505506	0.987578388
CYTH4	0.083661313	0.895154321
ESS2	0.47746246	0.103884754
LGALS2	0.066259488	0.920044482
HIRA	0.194068959	0.386353993
SH3BP1	0.011631331	0.96999783
HPS4	0.009962149	0.96259528
PIK3IP1	1.041358607	0.144482691
SRRD	0.131714268	0.538350101
PATZ1	0.502053703	0.070984815
TFIP11	0.562154743	0.066958819
GGTLC2	0	1
EIF3L	0.220667906	0.373370918
SOX10	0.226233847	0.779199175
CCDC134	0.0709938	0.765410016
DEPDC5	0.112900258	0.615215118
TTC28	0.080251528	0.843087551
CENPM	0.074384691	0.922462987
SLC5A1	2.45405743	0.217640833
KDELR3	0.356106229	0.232979875
CYP2D6	0.400828936	0.310548807
DDX17	0.09198721	0.555945242
DMC1	0.66908651	0.585900463
TCF20	0.4579584	0.141142187
HSCB	0.339114745	0.372905654
RSPH14	0.008681775	0.992289921
JOSD1	0.491861652	0.224420835
FBXO7	0.085317728	0.658621385
GTPBP1	0.413841138	0.384953172
SUN2	0.047663828	0.880912835
C22orf31	0.480653556	0.827435317
MIOX	0.072861685	0.969272694
TTLL1	0.25380908	0.541173537
HMGXB4	0.171928055	0.414834932
CHKB	0.551479194	0.33784114
BIK	0.214219469	0.7719644
THOC5	0.09403794	0.644184685
APOBEC3H	0.556455931	0.554261223
RASD2	1.263367282	0.085229843
CBX7	0.828973192	0.04838136
CABP7	0.168876606	0.85037256
RPL3	0.108707266	0.608906554
SYNGR1	0.052149881	0.911462304
MTMR3	0.574694221	0.22006894
MIEF1	0.227081139	0.399258088
PNPLA5	0	1
MYH9	0.197374499	0.575454527
CACNA1I	1.262669773	0.05643323
GRAP2	1.373990686	0.03823807
TNRC6B	0.594986515	0.059041246
CSF2RB	0.334058059	0.579915303
FAM118A	0.453341961	0.332122184
IL2RB	1.265474826	6.33E-02
EP300	0.231769838	0.354600371
CHADL	0.095620612	8.82E-01
PHF5A	0.194446327	0.370411359
TRMU	0.258059714	0.199876282
CERK	0.644427588	0.090614867
BRD1	0.762267617	0.046931789
ZBED4	0.379538597	0.145083332
MLC1	0.842681066	0.097203456
HDAC10	0.846730084	0.194875716
KCNK10	0.790911657	0.329067927
KHNYN	0.159411825	0.503236277
FKBP3	0.425114294	0.19884835
SDR39U1	0.050643863	0.894798568
CTSG	1.577179732	0.156354818
GZMH	1.849852104	0.019619913
GZMB	1.377439556	0.091676505
RBM23	0.213507358	0.54333694
PRMT5	0.019996214	0.953877239
COCH	0.326744475	0.567807641
POLE2	0.297690243	0.424059479
VCPKMT	0.713338793	0.132515247
SOS2	0.424165835	0.215705297
CDKL1	0.397961377	0.112669942
NIN	0.592864678	0.233870649
GNPNAT1	0.337464613	0.262734649
DDHD1	0.616651314	0.08874642
CNIH1	0.122241631	0.670606756
CGRRF1	0.476899376	0.179510453
ATP6V1D	0.037766226	0.919244048
CCDC198	1.139368721	0.311663764
PLEK2	0.267380581	0.610462482
TIMM9	0.412515322	0.255283854
KIAA0586	0.540749651	0.066110378
TMED8	0.091526076	0.735466695
SAMD15	0.181170427	0.716771324
DAAM1	0.171298416	0.605833245
ALKBH1	0.09001847	0.763016774
SNW1	0.351283511	0.124684238
DHRS7	0.028794347	0.932096257
PPM1A	0.462818895	0.18164749
GALNT16	0.011480938	0.986968169
CEP128	0.808981546	0.06212453
HIF1A	0.108438424	0.774922063
SRSF5	0.327398416	0.227243476
EIF5	0.23027844	0.529654306
DICER1	0.114234618	0.711421906
TCL1A	1.028956713	0.095563811
ZC3H14	0.089490162	0.702461575
PCNX1	0.038132967	0.899542589
VRK1	0.475742627	0.106872798
PAPLN	0.129210387	0.733952196
RPS6KA5	0.606803362	0.125503568
PPP4R3A	0.534092649	0.067417893
C14orf93	0.409258359	0.20432008
YY1	0.138712251	0.368416717
ACIN1	0.24196959	0.207902722
CCNB1IP1	0.340344425	0.285253987
EFS	0.150801717	0.833871821
ARHGAP5	0.183944965	0.620060573
SRP54	0.090921503	0.711722392
CPNE6	0.982734646	0.12024361
CHD8	0.320494918	0.055975742
PRORP	0.040225434	0.895107099
DCAF11	0.084645855	0.681685055
BRMS1L	0.741095036	0.074072065
REC8	0.135060034	0.805517866
TM9SF1	0.027736359	0.908767272
GMPR2	0.237077311	0.498730011
PNN	0.36296121	0.194314092
PCIF1	0.068133786	0.819491748
ZMYND8	0.476322027	0.141694864
IFT52	0.0205861	0.945996364
R3HDML	0	1
NDRG3	0.279013227	0.176675674
SLA2	1.653548482	0.03338027
RAB5IF	0.510455727	0.226478371
NFATC2	0.667583787	0.163233587
PABPC1L	0.222472185	0.520214986
STK4	0.668495629	0.066872946
ADNP	0.342896406	0.116386767
PFDN4	0.540744101	1.87E-01
DOK5	0.301035167	0.60748398
CSTF1	0.258135639	0.338100757
BMP7	0.393707939	0.823553229
RAE1	0.328994584	8.39E-02
TUBB1	0.541980035	0.332838095
PRELID3B	0.073584809	0.825406844
HRH3	2.347319119	0.345551604
TCFL5	0.151942368	0.57813865
DIDO1	0.09376152	0.64487266
GID8	0.015794303	0.944321429
BIRC7	0.64823621	0.601641361
NKAIN4	0.994564806	0.627338516
EEF1A2	0.495468615	0.38278423
PTK6	0.447962245	0.53953747
GMEB2	0.263346198	0.385927963
CDC25B	0.283643002	0.462982772
ISM1	1.576409673	0.085244141
RNF24	0.280075317	0.436692232
NDUFAF5	0.172140598	0.56994734
TRIB3	0.225843329	0.503737507
RASSF2	0.616948343	0.319919892
CSNK2A1	0.101206432	0.600671697
ANGPT4	1.894169337	0.148917463
CDS2	0.042668594	0.856277784
PROKR2	1.321684553	0.402815332
MYLK2	0.493524639	0.681671702
SIRPB1	0.870198514	0.145796294
HAO1	0	1
PDYN	0	1
CCM2L	0.614876842	1
TLDC2	0.889170732	0.145231854
CRNKL1	0.45956741	0.021126978
NOP56	0.371461512	0.041809685
CDK5RAP1	0.26020142	0.214062767
OXT	0.678398392	0.463481696
TTI1	0.233440621	0.227638321
RPRD1B	0.333266279	0.079500337
BPI	2.732264263	0.001826307
SLC32A1	0.137093635	0.924818319
ASIP	0.651701132	0.499662416
CST4	0	1
ACTR5	0.370219434	1.66E-01
PPP1R16B	1.214715217	0.135347578
FAM83D	0.543725448	0.489952169
EPPIN	0	1
DHX35	0.102056925	0.668790968
SYNDIG1	0.301031419	0.741789599
TNNC2	1.218800433	0.235885509
APMAP	0.116256137	0.724737864
CELF4	1.053316311	3.42E-01
CDH20	0.302456125	0.668919844
ADNP2	0.342527308	0.336323566
USP14	0.027534536	0.882819002
VAPA	0.096032197	0.704839598
SMCHD1	1.160206483	1
MYOM1	0.476935929	0.332023827
MYL12A	0.297898714	0.25076012
CEP76	0.050378422	0.899409482
ST8SIA5	0.217766268	1
CEP192	0.23202075	0.250068256
RNMT	0.355617	0.35663752
SMAD7	0.840948836	0.086379837
RNF125	1.296670102	0.081025848
ANKRD12	0.568014262	0.180326497
NOL4	0	1
POLI	0.12216155	0.753869652
RBBP8	0.20091234	0.551385886
RIOK3	0.02249013	0.92362873
H2BW2	0	1
MXRA5	0.235016274	0.751596309
VSIG1	0.955728319	0.133072237
NKAP	0.198170521	0.491245048
MCTS2P	0	1
ALG13	0.627855479	0.092518424
PRPS2	0.471651208	0.153288275
TLR8	0.070265439	0.905476621
MOSPD1	0.036059656	0.931276256
AMMECR1	0.276424906	0.576076454
PAGE4	0	1
SRPX	0.235010348	0.615059273
STAG2	0.112268735	0.783130303
ATP11C	0.177346745	0.590729883
MCF2	0.734953424	0.431012242
F9	1.073133602	0.734212551
CACNA1F	0.127818481	0.806005127
PLP2	0.361218923	0.108112091
BMX	1.292316231	0.151582025
LUZP4	0	1
ELF4	0.424115375	0.207650879
ZC3H12B	0.84024955	0.12314888
KCND1	0.279313898	4.18E-01
OPN1LW	0	1
FMR1	0.265759767	0.44421921
PIM2	0.490288107	0.42436992
PCSK1N	1.218359407	0.454911576
EMD	0.297173472	0.260466334
TAZ	0.18251889	0.613314291
GPR50	0	1
JADE3	0.370587443	0.340356523
PCYT1B	0.082486809	0.861388724
BRS3	1.073133602	0.734212551
HTATSF1	0.001838712	0.994073149
VGLL1	0	1
CD40LG	1.461495249	0.024655605
KLHL4	0.068567019	0.900139928
PCDH11X	0.495355393	0.875464745
ITIH6	1.466006712	0.570261341
RBM3	0.024117967	0.877837909
KLF8	0.275997037	0.492378221
SYTL4	0.123848162	0.806982993
ZDHHC15	0.132282776	0.845849675
TAF7L	2.128222818	0.032640134
BEX4	0.243807494	0.527043785
RUBCNL	0.417342644	0.499752236
NALCN	1.451878861	0.21828245
FGF14	0	1
TNFSF13B	0.361075017	0.581034837
FNDC3A	0.238935831	0.412016214
MLNR	0.509102834	0.774169098
CDADC1	0.450447957	0.200977154
KLF5	0.138728137	0.812031484
STK24	0.265068085	0.341113796
ARHGEF7	0.227374054	0.355901127
FGF9	0.288844131	0.662829463
SGCG	1.496799098	0.212707014
PARP4	0.018298561	0.933708966
MRPS31	0.172443637	0.599850946
KPNA3	0.089759009	0.760074083
VWA8	0.127648402	0.464230716
DGKH	0.244775622	0.506300355
INTS6	0.20718024	5.17E-01
CLN5	0.582527174	0.268708272
OLFM4	2.921108449	0.027705056
ZNF629	0.099206733	0.787338436
GDPD3	0.433034872	0.458522899
MT4	0	1
LYRM1	0.03630684	9.01E-01
NFAT5	0.269512211	0.475146865
LONP2	0.016017491	0.920376082
N4BP1	0.434812341	0.330443199
CBLN1	0.163556042	0.820117555
ZNF423	0.227157745	0.823980209
CTCF	0.492873097	0.019087299
ACD	0.110124566	0.721718223
PARD6A	0.109023653	0.826795621
ZNF821	0.206401635	0.63792378
PRSS54	1.709394785	0.585325631
PSMD7	0.054197402	0.762430278
SETD6	0.443736383	0.111982783
SMPD3	1.248006172	0.039006972
SLC7A6OS	0.32161808	3.32E-01
SLC7A6	0.4757701	0.232740214
ESRP2	0.271833341	0.465432763
FA2H	0.305199768	0.783369528
CMC2	0.180317239	0.535387632
AXIN1	0.444334608	1.37E-01
MLYCD	0.046541677	0.813677091
WFDC1	0.568319246	0.726430261
SEC14L5	1.144986306	0.064466551
USP10	0.136340194	0.416260783
ZNF500	0.432628932	0.211748671
METRN	0.449824038	0.37115438
RHBDL1	0.257871706	0.618877621
UBE2I	0.066793665	6.91E-01
ZP2	1.073133602	0.734212551
MEFV	0.263371942	0.621807712
CRYM	0.875483624	0.380040862
GSPT1	0.10299583	0.564334304
ZNF174	0.521065102	0.101436506
CLUAP1	0.705893042	0.098401528
GGA2	0.273945718	0.481540072
AQP8	0.100736109	0.849744116
CPPED1	0.181590145	0.705264344
CORO7-PAM16	0	1
TOX3	1.803684565	0.460670831
RBL2	0.574801955	0.066734351
XYLT1	0.266942139	0.563326799
RPGRIP1L	0.239503915	0.640736888
KAT8	0.198695211	0.360991601
IL21R	1.313070017	0.075063433
CCP110	0.147896985	0.712181775
SLC6A2	0	1
AQP9	0.35779203	0.614146191
IQCH	0.221231326	0.710062101
CORO2B	0.376979025	0.431677956
HERC1	0.132983376	0.693285626
ACSBG1	1.131330002	0.222718242
TTC23	0.150330891	0.671897538
HOMER2	0.623263057	0.0893523
CEP152	0.313735733	0.521704613
TGM5	2.063675611	0.42730985
GABPB1	0.224817142	0.535099544
TJP1	0.091228138	0.854165837
SCG3	0.715152873	0.571499322
DNAJC17	0.396390358	0.176012683
EIF3J	0.113376117	0.650221705
SPG11	0.086243609	0.702267012
RHOV	0.394517811	0.69892366
MYEF2	0.132748742	7.58E-01
SGK3	0.390358261	0.339453324
CSPP1	0.224047098	0.473932452
ZDHHC2	0.27602101	0.416567937
BRF2	0.414165485	0.247265242
ZFAND1	0.242769026	0.580446964
EYA1	0.495355393	0.875464745
NBN	0.195416358	0.686170517
TRPA1	1.743348812	0.474045459
CPQ	0.190822326	0.441099653
BPNT2	0.005717213	0.985836947
SFRP1	0.489269529	0.403560895
UBE2W	0.131126752	0.688167686
POP1	0.211017041	0.579423866
NIPAL2	0.017600531	0.958465661
IKBKB	0.21653127	0.483898885
PLAT	0.300495642	0.55402662
GDAP1	0.262999719	0.404817314
RAB2A	0.249872407	0.373279951
EIF3E	0.163741732	0.666136888
EMC2	0.223157692	0.576386012
ESRP1	1.069316652	0.504852829
STMN2	0.495355393	0.875464745
ARMC1	0.011414217	0.96257387
SPAG1	0.091877238	0.849590371
CHRAC1	0.228634568	0.412360332
NCALD	1.195287063	0.001959277
SNX16	0.317419054	0.446350667
GML	0	1
UBR5	0.270217837	0.306403956
SH2D4A	0.6706057	0.164174286
INTS10	0.063918176	0.678235954
ERI1	0.224446699	0.447751972
MTMR9	0.194539034	3.91E-01
LEPROTL1	0.621548363	0.057180285
DCTN6	0.043530867	0.911608563
ERICH1	0.268335697	0.520588406
NEFM	0.163673106	0.893410458
ARHGEF10	0.281576894	0.623041644
KLHDC4	0.251519577	0.409662839
ADAM2	0	1
KCTD9	0.115259071	0.706854499
FGL1	1.740457728	5.78E-01
MAP4K1	0.643151828	0.279716368
CGB2	0	1
HNRNPL	0.175806397	0.389610879
CGB3	1.073133602	0.734212551
SARS2	0.482683165	0.28063488
CLASRP	0.168650414	0.583804943
ARHGEF18	0.380969255	0.259259424
RNASEH2A	1.26010599	0.39514199
CD37	0.393840201	0.558538766
SF3A2	0.199710796	0.471125275
AMH	1.220907221	0.049945502
RETN	0.99682965	0.213519708
CCDC130	0.286327273	0.115579149
TLE5	0.239693762	0.558854355
NOVA2	0.238157057	0.701196197
LILRA1	0.210648018	0.706358974
IL27RA	0.108162269	0.849607818
TNNT1	0.256652683	0.635751929
VRK3	0.259000842	0.147380115
C19orf44	0.674034204	0.066933848
MED26	0.964148432	0.030538754
RASAL3	1.030921757	6.32E-02
AKAP8	0.349152272	0.161136065
EPHX3	0.476214206	0.460054187
ZNF419	0.561241324	0.093468023
POP4	0.241838466	0.316553377
CCNE1	0.697408444	0.061437938
URI1	0.438961861	0.07452114
PDCD5	0.064176434	0.864831182
RPS16	0.306780609	0.258200126
LGALS13	0	1
FBL	0.015204493	0.960900228
CLC	1.114152131	0.030439239
SHD	1.075618335	0.277198902
FSD1	1.748036545	0.008612739
OVOL3	1.501059032	0.157075006
PRKD2	0.438631371	0.265025892
TJP3	0.977551667	0.238905554
CACTIN	0.191462386	0.409723234
CCDC9	0.011948429	0.963381223
HNRNPUL1	0.078608805	0.761514687
FZR1	0.097207341	0.716955561
TGFB1	0.058439072	0.87673476
DENND3	0.411295931	0.47458235
CEACAM4	0.483289527	0.569644612
MYH14	1.341599239	0.261928576
CD79A	1.711885186	0.020852827
LIM2	3.472106832	0.002901635
ICAM4	0	1
NOP53	0.373145639	0.28766158
NKG7	1.692862051	0.019877845
ATP1A3	1.416995431	0.313063971
PTPRS	0.364946043	0.371615386
ZNRF4	0	1
CYTH2	0.030310064	0.879939381
CARD8	0.540127074	0.095772384
LIG1	0.057288731	0.891826731
ZNF175	0.577742636	0.143304461
CABP5	1.073133602	0.734212551
CAPS	0.211105398	0.448242219
FAM83E	0.262254518	0.627477646
FGF21	0.495355393	0.875464745
WDR83OS	0	1
CACNG7	0.963662547	0.759325613
MAST1	0.203715064	0.865790174
LENG1	0.086496484	0.778303299
JAK3	0.702796119	0.217509447
RPL18A	0.045445994	0.881764477
SLC5A5	2.284656147	0.021626698
ARRDC2	0.714674445	0.234378974
PIK3R2	0.024022534	0.98170245
RAB3A	0.112659756	0.819095924
PDE4C	0.145866739	0.906558073
CRTC1	0.073211442	0.776481782
UPK1A	0.07074357	0.978008887
ATP4A	1.938790844	0.064700836
GAPDHS	0.850738292	0.649979149
SUGP1	0.369304352	0.250209959
ZNF14	0.926210884	0.032863258
PBX4	1.080368194	0.147776405
ZNF574	0.95450906	0.008299487
ZNF85	0.403874989	0.27928472
AVL9	0.182671033	0.32843889
RUNDC3B	0.068433039	0.902708821
GTPBP10	0.098009303	0.805828035
RASA4	0.452383258	0.518332756
CDK6	0.134251053	0.627990302
DNAJC2	0.206169332	0.549268895
BET1	0.004197203	9.92E-01
NAMPT	0.505800204	0.4494274
POLR1F	0.14380852	0.691412819
PIK3CG	0.387816172	0.552986626
PON3	0.893406764	5.33E-01
HBP1	0.394022003	0.380520885
SP4	0.763519104	0.078176195
WDR91	0.029999269	0.951187567
DNAH11	0.48026705	0.347723456
CBLL1	0.644313204	0.043772405
DLX5	0.788106498	4.50E-01
MTPN	0.051438644	0.764318439
STEAP1B	0.46493149	0.633952208
PTN	2.19990739	0.255781473
MPP6	0.243416548	0.584924264
ZC3HAV1	0.2782215	0.339938395
NPVF	0	1
H2AZ2	0.031229524	0.903752065
CAV2	0.062149344	0.904742617
CAV1	0.798385639	0.133230164
MET	0.451363549	0.534080357
RNF32	0.250050524	0.595668801
LMBR1	0.045665324	0.866574589
HOXA1	1.930934993	0.013578992
DNAJB6	0.169585404	0.632963818
HOXA2	0.733372403	0.490392961
HOXA3	0.97205692	0.374684517
LFNG	0.007610707	0.989748452
HOXA5	0.133771992	0.846615376
ANKRD7	0.694234978	0.437196801
VIPR2	2.113509913	0.002629796
SSBP1	0.049596825	0.812579868
HOXA13	0	1
EVX1	2.127330519	0.493464846
TAX1BP1	0.184521977	0.620845935
GRB10	0.553003635	0.207391246
COBL	1.073973594	0.070071905
FKBP14	0.256911687	0.461437522
PLEKHA8	0.059888689	0.824872752
STX1A	1.535490742	0.003761081
NOD1	0.04697182	0.842392831
CRHR2	0.322435359	0.554685542
MINDY4	0.029453222	0.953301078
GHRHR	1.073133602	0.734212551
CASP2	0.011387874	0.954256412
NPTX2	0.126305028	0.812442843
BUD31	0.040379269	0.867158779
PTCD1	0.519585993	0.040505606
CYP3A5	0.992074353	0.040133855
ZKSCAN1	0.138253466	0.590712899
WASL	0.018101002	0.961259531
HYAL4	0	1
SPAM1	0	1
TFR2	0.79852509	0.176048313
FSCN3	1.48515845	0.079212388
PAX4	0.495355393	0.875464745
FBXO24	0.192821046	0.798857085
RBM28	0.111873044	0.526700906
USP42	0.586581522	0.063734349
C1GALT1	0.292036739	0.38846041
GLCCI1	0.753799462	0.018376272
NRF1	0.561837615	0.080123138
TMEM106B	0.12434011	0.762005832
CEP41	0.045766101	0.888533345
ZNF862	0.11294617	0.632712528
SFRP4	0.223770952	0.789539334
MEST	0.06624505	0.881981513
MEOX2	1.96078683	0.529193058
ANKMY2	0.105503955	0.677472608
ACTR3C	0.956149229	0.086715996
POU6F2	0	1
TSPAN13	0.540346178	0.227947186
AGR2	1.637879415	0.235346342
GIMAP2	0.413961067	0.411348036
TMEM176B	0.397421456	0.425076472
PSMA2	0.198873742	0.674174697
MRPL32	0.265285206	0.441530752
COA1	0.542753154	0.107585157
TMEM248	0.02123795	0.909435384
PRKAG2	0.485423169	0.384084582
AEBP1	0.070917326	0.806192995
MYL7	0.495355393	0.875464745
GCK	1.747562896	0.216369937
GALNTL5	0	1
SPATA6L	0.478732591	0.380644647
SLC1A1	0.688476343	0.19935034
FKTN	0.055050199	0.881078169
CNTNAP3	1.024847559	0.181425965
MEGF9	0.314625289	0.315210784
CORO2A	0.221519527	0.421668473
TGFBR1	0.064826582	0.826685024
OGN	0.372076141	0.431484997
ASPN	0.182171186	0.793484926
TLE4	0.530934984	0.274123151
LHX6	0.889599344	0.631297621
AKNA	1.055003332	0.061855808
TNFSF8	0.621780786	0.244949382
AK1	0.827659945	0.02935214
CDC37L1	0.206929183	0.490941824
RLN2	1.073133602	0.734212551
RLN1	0.239766124	0.891218691
RIC1	0.041886879	0.86910042
KDM4C	0.330797431	0.189309339
DOCK8	0.152484856	0.711523633
ELAVL2	0.015420302	0.985722233
KCNT1	0.384682762	0.402118887
FUBP3	0.129793585	0.518161524
TYRP1	1.008711814	0.361242172
LHX3	2.992150796	0.02714488
DDX58	0.037946063	0.941914493
EDF1	0.09997971	0.764163586
RAPGEF1	0.054973061	0.905766581
SETX	0.260828008	0.420601661
SH3GL2	0.613122291	0.589643533
PTGDS	1.443303551	0.077379465
ABCA2	0.419977633	0.175294401
UBE2R2	0.051980038	0.807424906
ABHD17B	0.3805268	0.232679378
EXOSC3	0.643412513	0.002318967
PDLIM1	0.06400307	0.874295381
CCNJ	0.464086242	0.135558233
DNTT	2.039995057	0.512047501
GATA3	1.258029891	0.036465458
DNMBP	0.40252917	0.343945883
RAB11FIP2	0.52880944	0.160769072
ERLIN1	0.089223673	0.706488604
EIF3A	0.146038622	0.517372645
CUBN	0.43880339	0.585173396
TRDMT1	0.536157222	0.168716703
DDX50	0.378628545	0.052620428
MAPK8	0.314034672	0.406725226
ATE1	0.213316582	0.271621651
NSMCE4A	0.245893776	0.342118266
PLEKHA1	0.761331345	0.057533604
VSIR	0.408610732	0.506975807
SPOCK2	0.933288065	0.031635545
PPP3CB	0.106662976	0.679136512
CCSER2	0.469826463	0.171121551
TWNK	0.246582241	0.359815728
FBXW4	0.185396309	0.453689928
FGF8	1.189045946	0.242230524
TNKS2	0.289967459	0.269332999
ARHGAP21	0.138836892	0.637514166
ANKRD26	0.131113849	0.748208119
EDRF1	0.723686242	0.03219118
BCCIP	0.049342505	0.856551958
STN1	0.716785959	0.024072424
SORCS1	0.484193841	0.616571697
TASOR2	0.199120773	0.529381579
SMC3	0.15573088	0.708575701
SHOC2	0.345937793	0.351348623
TFAM	0.176630431	0.628320987
CUL2	0.318665174	0.250225842
CCNY	0.226466376	0.432563325
RPL28	0.38231448	0.197340989
DNAJC12	0.255605758	0.792420561
PPIF	0.126249761	0.779070781
PBLD	0.026595519	0.91571773
LGI1	0	1.00E+00
KRT23	1.178845896	0.012117386
NUFIP2	0.331397388	0.263846481
RPL19	0.295894707	0.31412165
FBXL20	0.276158416	1.86E-01
RUNDC3A	0.362053081	0.59626222
UBTF	0.155015831	0.517652753
CASC3	0.325615478	0.110386584
RAPGEFL1	0.124332827	0.733592711
RGS9	1.317304797	0.025932917
RNF43	0.94778977	0.337437147
ASPA	0.494181297	0.875755844
RAD51C	0.035915661	0.930417965
SEPTIN4	0.48193634	0.201121634
P2RX1	0.895140766	1.74E-01
DHX40	0.11724788	0.686548977
KRT37	0	1
TUBD1	0.749855238	9.18E-02
GOSR2	0.059766537	0.793562915
RPS6KB1	0.617657907	0.118860563
CDK5RAP3	0.246592782	0.436622208
PIGL	0.561966039	0.069408412
INTS2	0.091205659	0.691171463
MED13	0.110312533	0.624505827
ENO3	0.103435529	0.74236485
NUP88	0.186132579	0.232190836
SLC6A4	0.401554665	0.449786932
BLMH	0.031075909	0.85612455
CPD	0.737212416	1
GOSR1	0.225763963	0.159265265
MED31	0.468930811	0.162547852
DRG2	0.251164117	0.426538803
AKAP10	0.203559178	0.337754792
SMARCD2	0.165721941	0.531488535
DDX5	0.18384724	0.389762063
C17orf75	0.183164103	0.474280866
CYTH1	0.311089115	4.89E-01
ASIC2	2.74423179	0.341431366
CCL7	0.673788653	0.430071735
CCL1	0	1
PEX12	0.376824347	0.438690902
KRT32	0	1
CNTNAP1	0.06257319	0.830430839
EZH1	0.430736614	0.163079233
DLX4	0.50719518	0.663210625
SGCA	1.093172493	0.429981656
ALOX12	0.945332985	0.110849255
LUC7L3	0.472519221	0.189526228
MPP2	1.410552211	0.019018717
SMURF2	0.632308492	0.016707575
SLC16A6	0.469712017	0.43024274
MAP2K6	0.988041166	0.046424397
MYH1	0	1
MYH3	0.508831021	0.355673788
FOXN1	0.494864817	0.86917615
UNC119	0.03501609	0.91945308
SUPT6H	0.037607663	0.867926327
PHF12	1.100140054	0.009430373
PHOX2B	0	1
GABRA4	2.247802692	0.365843886
